l1_sim,l2_sim,l3_sim,l4_sim
0.03873292,-0.0019984618,0.017461695,0.19498615
0.096459925,0.16688345,0.3108329,0.28231382
0.03978233,0.13517772,0.24364142,0.55441815
0.022143511,0.096397884,0.1836985,0.3161644
0.13242997,0.26840007,0.34778762,0.5317669
0.06553406,0.11983649,0.25468752,0.23592477
0.08455732,0.3953161,0.418377,0.33777255
-0.06742841,-0.06784743,0.00716597,0.11444736
0.06889485,0.0192331,0.10401226,0.37827203
-0.005629074,0.044059474,0.42785203,0.8017413
0.09388764,0.08019781,0.15482177,0.5886272
0.06885603,0.0099832555,0.009773251,0.14575757
0.07936481,0.1378707,0.15787432,0.3433362
0.07567297,0.15164846,0.18308866,0.3094004
0.09399628,0.23576811,0.31622842,0.35195312
0.12769324,0.017415583,-0.026277207,0.392293
0.14787245,0.20909816,0.17369048,0.16127035
0.05353161,0.35045373,0.22325201,0.6172281
0.094150156,0.12856013,0.13091636,0.2877806
0.052686468,0.1473841,0.39224342,0.36872464
0.00955561,0.17198116,0.5837059,0.30283588
0.031372037,0.07962388,0.5060628,0.25600526
0.004875538,0.10870876,0.20991784,0.26425165
0.051127087,0.10212068,0.13027842,0.5021995
0.10428895,0.24891962,0.056829754,0.3389665
0.043888915,0.53314745,0.5300239,0.18027127
0.004180777,0.052172445,0.058021627,0.46961907
0.07020375,0.13675027,0.047503013,0.15333974
0.16410741,0.43893152,0.4113402,0.31034034
0.13048911,0.33448368,0.37529656,0.4435508
0.09019435,0.07857823,0.2762055,0.31176493
0.1233998,0.31545174,0.34447443,0.26915112
0.11680618,0.32279277,0.13389266,0.13280487
0.031097166,0.1889555,0.40261328,0.34791112
-0.051536597,0.2092261,0.2044036,0.47916892
-0.012953712,0.3163876,0.36409572,0.25854975
0.0072340574,0.23371091,0.2396104,0.37719238
0.018897148,0.36956137,0.44171435,0.34494105
0.10519271,0.2887245,0.38972887,0.19582404
0.055805184,0.12986244,0.110046536,0.1746821
0.01819276,0.09992286,0.26572827,0.4728689
0.13735726,0.06264614,0.17156418,0.2963128
0.04290329,0.29371896,0.36474442,0.48254958
0.018501362,-0.07967097,-0.011344311,0.26460567
0.06473839,0.16362524,0.21432786,0.5003659
0.09595194,0.1607976,0.13202131,0.20936234
0.072027706,0.23099299,0.26235524,0.45414606
0.07334133,-0.012026064,0.077575594,0.20067127
0.09895188,0.26711482,0.27619955,0.6800176
0.1704909,0.46078402,0.45440635,0.47670543
0.050896816,0.06018099,-0.017238509,0.011696103
0.069683954,0.13258004,0.19246106,0.2701133
0.13288447,0.15589052,0.10758318,0.25770962
0.047998857,0.013480001,0.1486454,0.1138862
0.028162297,0.14923981,0.1670287,0.36142913
0.05643605,0.13158524,0.28975904,0.470983
0.07245142,0.13719618,0.18792544,0.24622038
0.05570791,0.1747849,0.18316504,0.2985519
0.08248846,0.093494505,0.20068638,0.59227663
-0.0023230347,0.23701479,0.27050605,0.3336842
0.050765667,0.5302037,0.4959886,0.22946413
0.11372292,0.34304962,0.5125726,0.15748455
0.14281158,0.26199597,0.6173364,0.5858083
0.087195426,0.1755331,0.5007242,0.18012185
0.04146402,-0.06882443,0.14590254,0.33513293
0.0024216191,0.26688272,0.12643288,0.53181094
0.111892834,0.15634541,0.24555448,0.45182714
0.058576945,0.14561144,0.12914386,0.28250822
0.07838514,0.015049703,-0.013543604,-0.034249514
0.050494023,0.13396533,0.2327005,0.3482122
0.06728909,-0.013891314,0.045646794,0.44934312
0.07515878,0.0026095712,0.056669753,0.38477433
0.08527155,0.0823701,0.0932807,0.17664908
-0.006116867,0.13360569,0.14935943,0.1881951
0.006641798,-0.0101271495,-0.022176242,0.38471374
0.08261115,0.49455106,0.5018374,0.18734975
0.016257882,0.008019286,0.075076506,0.07732056
0.098800175,0.042058907,0.046974596,0.5860424
0.07366076,0.21330534,0.2823247,1.0
0.026392458,0.23179518,0.27592894,0.795767
0.06014773,0.09219219,0.13937768,0.2006026
0.07776029,0.26543614,0.2676327,0.13881256
0.15397571,0.27648222,0.3819191,0.53518873
0.03617695,0.13158524,0.24237993,0.5055371
0.076832674,0.12011819,0.13864447,0.20131625
0.09175475,0.32376957,0.33235452,0.36308172
0.070137076,-0.00012733707,0.05911887,0.48275748
0.12386059,0.1491055,0.14496459,-0.026422346
0.14806242,0.24387044,0.24245338,0.21902515
0.09351897,0.07842826,0.042486887,0.17260538
0.08601879,0.13133429,0.11975001,0.25672585
0.032786787,0.32387486,0.4444902,0.51811105
0.047386363,0.16934626,0.29895398,0.59631234
0.044558574,0.3018759,0.37659985,0.15094426
0.013146826,0.2570577,0.31467643,0.33368385
0.07077648,0.07892834,0.25332856,0.29144302
0.073705874,0.20605041,0.16536789,0.15989369
0.09054971,0.14230937,0.16332099,0.09394943
-0.04962685,0.06377916,0.076954655,0.336673
0.090207614,0.10361429,0.2347606,0.45425564
0.07308328,0.21186371,0.26944512,0.32791528
0.11407711,0.43941188,0.41241053,0.39277622
0.061394818,0.22633809,0.35035276,0.39052862
0.05512926,0.20074518,0.28014827,0.27494785
0.05601429,0.017923893,0.07801705,0.49529648
0.11634472,0.20721331,0.21427557,0.21046734
0.10472947,0.123567514,0.2131784,0.43717685
0.096698605,0.42805353,0.46138576,0.30985695
0.03428149,0.17481089,0.20706907,0.37005472
0.032401204,0.22713353,0.2190234,0.5643007
0.17537585,0.091460265,0.25025174,0.65058196
0.046466533,0.40452883,0.48047453,0.3513415
0.10704968,0.35617182,0.13537855,0.54793066
0.05643605,0.13158524,0.28975904,0.470983
0.10976829,0.15541603,0.1500105,0.16942546
0.07838514,0.015049703,-0.0137347095,0.08774479
0.0013937812,0.34548783,0.5247243,0.7223946
0.082254015,0.09334834,0.09638416,0.17731027
0.004875538,0.10870876,0.20991784,0.26425165
0.036342807,0.35975415,0.3510617,0.19860029
0.05554989,0.452821,0.45470065,0.36459777
-0.008368879,0.31455523,0.32324144,0.38740313
0.082531065,0.11906272,0.27478054,0.6647842
0.068859905,0.1937296,0.19376941,0.395909
0.09607093,0.26780924,0.3414714,0.5775095
0.051146444,0.096359536,0.05098584,0.28324425
0.027942551,0.056322083,0.07296968,0.24971367
0.12490551,0.3363043,0.34995574,0.3703843
0.045228235,0.07437949,0.09822918,-0.040083185
0.07023762,0.25928143,0.4631739,0.30765215
0.13905777,0.43633798,0.5465398,0.9656611
0.05817138,0.00240552,0.23751508,0.3575155
0.004875538,0.10870876,0.20991784,0.26425165
0.14031102,0.15603343,0.22463061,0.19956274
0.11443368,0.48454425,0.48038352,0.17547393
0.07488821,0.15551722,0.18765959,0.16418172
0.00520503,0.53314745,0.554233,0.23737018
0.0500931,0.047130797,0.18139999,0.12659681
0.18347888,0.05625016,0.11626104,0.29135108
0.06433046,0.11555448,0.07659463,-0.022707358
0.1083917,0.21941923,0.36225048,0.27604786
0.045552287,0.053781167,0.049299967,0.36703694
0.08163422,-0.085951276,-0.044289533,0.22541334
0.06861082,0.32449734,0.4575649,0.3250292
0.05606012,-0.055876784,-0.051130235,0.26280192
-0.043312613,0.2625252,0.037473466,0.3063509
0.13846235,0.049185164,0.08583176,0.3606827
0.009952171,0.19865727,0.11448786,0.27165776
0.08925339,0.17065755,0.15935543,0.35021564
-0.016724464,0.15013556,0.1682968,0.29463857
0.04061755,0.13746236,0.17440782,0.27874705
0.058218617,0.34683657,0.24346249,0.968512
0.06380483,0.078408115,0.12566675,0.37185213
0.07337837,0.32990035,0.1588531,0.6189503
-0.0050194087,0.14337544,0.16478664,0.1074597
0.019994676,0.167577,0.18606178,0.34899175
0.12212994,0.13412897,0.14694574,0.3189999
0.12208987,0.30343676,0.42729747,0.41540238
0.089638196,0.13954298,0.22745919,0.35923824
0.083823934,0.22600807,0.23118006,0.4012364
0.05817465,0.24377419,0.36140943,0.5140883
0.04102302,0.20532416,0.27891484,0.5301308
0.07724515,0.12353634,0.10782627,0.25420046
0.053721044,0.003362752,-0.03530658,-0.009104176
-0.049545977,-0.05446485,-0.015210429,0.23748483
0.057132155,0.27102488,0.3164138,0.5197812
0.11206926,0.19708934,0.13484871,0.36231208
0.0537888,0.2877811,0.08942778,0.4135241
0.09785174,0.14961517,0.120443374,0.32741
0.05417951,0.25283974,0.41538122,0.22229263
0.028221378,0.09867628,0.16599548,0.19706787
0.050305206,0.06955004,0.35506526,0.57727826
0.05643605,0.13158526,0.24237993,0.5031722
0.003143254,0.33128873,0.43432918,0.84286
0.16112743,0.2514245,0.19171599,0.20176892
0.10799959,0.080932185,0.21417019,0.5275205
0.013665219,0.061792087,0.067929715,0.16508333
0.057929292,-0.023852827,0.033952966,0.096021175
0.16093443,0.24180795,0.35394368,0.41430908
0.14957877,0.061811898,0.13959609,0.5180381
0.12892628,0.18925016,0.007688846,0.1883554
0.10407133,0.052824304,0.24285871,0.21900389
0.004737017,0.03806614,0.04418926,0.25684044
0.026487121,0.17385232,0.33782178,0.28577757
0.05050573,0.15423119,0.17129728,0.27550605
0.07940379,0.17172185,0.23933615,0.30248886
0.110649556,0.18977058,0.15142068,0.01441134
-1.701838e-05,0.54941255,0.48649722,0.3242326
0.091673784,0.2775977,0.24399255,0.3044993
0.04340902,0.02596684,0.09797322,0.4589575
0.029035594,0.27537146,0.27160847,0.42591125
0.10151918,0.06404889,0.20523837,0.27559346
0.08650227,0.33352458,0.34654817,0.79585326
0.0642177,0.17812812,0.4109207,0.3522009
0.072473355,0.0917093,0.19623128,0.4021575
0.1377064,0.2358605,0.2986315,0.3314516
0.09418436,0.104496635,0.24185471,0.4528805
0.10474278,0.15183009,0.23384388,0.5966311
0.06165638,0.3504895,0.47441924,0.47827312
0.07190544,0.21566789,0.14847197,0.33118013
0.031017127,0.07351471,0.10360322,0.39254352
0.077328,0.24679063,0.35816616,0.188574
0.07155059,0.1484569,0.384848,0.2436
0.1099118,0.03072528,0.10630809,0.38980377
0.1379824,0.20771645,0.24916458,0.31528458
0.101017065,0.07942853,0.084334284,0.31209746
0.058919556,0.07323103,-0.11679031,0.33380044
0.07838514,0.015049703,-0.013543604,0.037556782
0.030400079,-0.037170734,0.21141194,0.27235854
0.071647115,0.10335745,0.18214859,0.9549897
0.0026297162,0.19143352,0.09433928,-0.029773252
0.09331417,0.10052049,0.24523476,0.48404917
0.03911217,0.1918164,0.29850417,0.5175842
0.08879007,0.05791572,0.0067704143,0.18125089
0.08195795,0.24227445,0.33344012,0.4356518
0.1298129,0.17794727,0.25958672,0.5041804
0.032509852,0.061752666,0.07265474,0.28537005
0.13956773,0.1300585,0.16861689,0.45333
0.028286556,0.08272262,0.22683004,0.48328912
0.04941702,0.42167687,0.5056651,0.31109503
0.063853346,-0.00037733174,0.012130462,0.040629305
0.093574874,0.1642819,0.32121792,0.26198977
0.04165141,0.29479754,0.23688142,0.39288184
0.027296668,-0.016378665,0.055224378,0.1572352
0.14569181,0.025463225,0.10242692,0.46121728
0.07838514,0.015049703,-0.013543604,0.037556782
0.058802582,0.28968802,0.49979335,0.7179033
0.05643605,0.13158524,0.28975904,0.23205055
0.032677058,0.03731361,0.018352943,0.2686354
0.042811256,-0.019367864,0.14397067,0.3063337
0.09499638,0.1533518,0.28754875,0.3307083
0.032260567,0.3118305,0.25955582,0.634041
0.10686461,0.09657034,0.15797153,0.074887484
0.08860193,0.110288,0.39644033,0.258258
0.02367245,0.023941249,-0.01721837,0.37676436
0.043849763,0.15511578,0.31303155,0.47625378
0.089105904,0.06115561,0.23517166,0.17704701
0.063540585,0.23877087,0.22602652,0.18554905
0.15108787,0.15127608,0.26738924,0.40557855
0.04753984,0.027711239,0.084186986,0.55091697
0.045660354,0.2141793,0.23782937,0.32772005
0.03435813,0.4319864,0.2900202,0.39182234
0.006621067,0.20406522,0.2433999,0.19454701
0.110874414,0.18861996,0.5419807,0.5126566
0.07002937,0.20218359,0.3360348,0.24304332
0.09361233,0.20935372,0.18242209,0.35917434
0.0130686015,-0.016559953,-0.005289634,0.05335877
0.033279087,0.12998174,0.31905177,0.22975469
0.12914121,0.07707055,0.18126495,0.29090744
0.057658825,0.067912295,0.08761724,0.24500367
0.074098125,0.21114375,0.2592439,0.43618006
0.040948287,0.11048808,0.12937427,0.43933415
0.0052194223,0.21032521,0.22824341,0.22595441
0.15417746,0.3692307,0.37040538,0.47407135
0.094076194,0.36377224,0.39833876,0.2782819
0.13294974,0.38516688,0.37104845,0.30260187
0.09209153,0.34232572,0.197624,0.5363567
0.12485154,0.30732235,0.5568953,0.8110664
0.055378266,0.056714773,0.10610649,0.42829493
0.08769407,0.3744433,0.3929232,0.16323817
0.036537316,0.34708548,0.2223858,0.25417176
0.1385775,0.1642501,0.18829861,0.29512683
0.01519771,-0.016234584,0.014890523,0.064824365
0.012185184,-0.0029348426,0.054592837,0.29161185
-0.053672023,-0.021726608,0.06313653,0.3462595
0.09085946,0.048651014,0.28121683,0.26390713
0.03260701,0.14782986,0.15626249,0.22490832
0.07832706,0.18355915,0.34033546,0.20519036
0.093964584,0.2649001,0.50781953,0.36776504
0.111030914,0.06065018,0.16976455,0.29660884
0.004875538,0.10870876,0.20991781,0.26425165
0.09476931,0.083817475,0.13649663,0.07395039
0.17244016,0.3800889,0.33289784,0.15501978
0.01709722,0.13517772,0.24364142,0.55736715
0.13281775,0.18977055,0.1514207,0.012649557
0.09710074,0.373226,0.38087833,0.19965789
0.13880599,0.1548505,0.22245193,0.23824634
0.03404624,0.12828642,0.18357421,0.1355527
0.06394549,0.19490945,0.31547603,0.4953482
0.01890579,0.34126443,0.36640903,0.2858423
0.026253782,0.09866676,0.18355082,0.5229615
0.12685251,0.19767831,0.4729564,0.34657586
0.100921884,0.30892152,0.31955078,0.28796542
0.051663447,0.085510015,0.07470323,0.29367495
0.07474886,0.15709268,0.12880091,0.4966867
0.061605956,0.3324197,0.2266109,0.31322822
0.015389149,0.17098512,0.22735588,0.3015491
0.004875538,0.10870876,0.20991784,0.26425165
-0.005056222,-0.031540472,-0.04352479,0.35945365
0.044716977,0.16140355,0.22288361,0.6516022
0.028590174,0.2909307,0.3330347,0.47050843
0.11952427,-0.009430208,0.05765046,0.084958896
0.049393803,0.30280173,0.40675178,0.24584122
0.08145098,0.2818703,0.3147228,0.32890952
0.08450499,0.24934755,0.30190068,0.33295026
0.12576737,0.40308636,0.27127117,0.970389
0.06655488,0.37459877,0.32694325,0.36096978
0.05413482,0.10835213,0.1866539,0.62219495
0.14856842,0.3019393,0.35182154,0.23905718
0.10856642,0.19107701,0.20456713,0.20423846
0.21179011,0.19469546,0.17534566,0.39696902
0.09450166,0.4651497,0.4398537,0.29971838
0.009735912,0.11670738,0.107202835,0.25569573
0.026475208,0.039094403,0.10529747,0.3932362
0.056746352,0.3818834,0.08727059,0.5653203
0.12470664,0.14616577,0.14534023,0.25768873
-0.0023948057,0.14382203,0.4864338,0.26738554
0.06929133,0.27106026,0.3421382,0.6087353
0.045432568,0.10944529,0.226518,0.057020858
0.057914793,0.05970133,0.28920695,0.70682466
0.093574874,0.1642819,0.32121792,0.18145041
0.04791611,0.17331092,0.36364934,0.32532838
0.07246061,0.32609314,0.35880715,0.265655
0.12252258,0.39613962,0.43291748,0.3135974
0.13142295,0.12587237,0.1352273,0.9635464
0.119775936,0.41391948,0.41483688,0.4210622
0.11423875,0.5087158,0.57155037,0.47074705
0.11145492,0.46693516,0.45989984,0.4643377
-0.050880678,0.0011624272,0.50971025,0.5818422
0.0043174685,0.05378889,0.08626254,0.20514543
0.008802492,0.114425056,0.28467682,0.44937044
0.097812206,0.565916,0.5612066,0.2212169
0.06929133,0.27106026,0.3421382,0.6087353
0.04508829,0.09023637,0.09855544,0.31007504
0.06546076,0.22512187,0.30006355,0.63673174
0.029062852,0.13777776,0.31546965,0.45258346
0.038680106,0.12226815,0.07954344,0.2704409
0.019340847,0.09592525,0.22918186,0.51854223
0.016171468,-0.0056558233,0.03612781,0.39841208
0.033724297,0.15036057,0.22846477,0.5672662
0.12419796,0.11420383,0.42396057,0.22349797
0.08853449,0.62242836,0.438321,0.5164269
0.030000854,0.09579357,0.11702021,0.16451842
0.06811206,0.12238723,0.24609992,0.16597067
0.07555937,0.25028735,0.31537467,0.34540215
0.10483069,0.39793745,0.4336267,0.33275697
0.04535812,0.06165204,0.1396215,0.32132405
0.108599626,0.16978654,0.071981534,0.13630629
0.07476803,0.17044957,0.19822864,0.365391
0.03691373,0.30753848,0.36242357,0.48283547
0.03044085,0.16428192,0.32121792,0.18476291
0.067813,0.32748678,0.19290292,0.66841626
0.12933062,0.23928255,0.29587805,0.23610227
0.09616402,0.40608126,0.36056638,0.3920046
0.09569502,0.008331455,-0.012843905,0.18969128
0.14806242,0.24387044,0.24245338,0.27402082
0.01986365,0.13989803,0.13576794,0.37175882
0.11187726,0.21347089,0.3033594,0.3639145
0.045439538,-0.06735556,-0.03231659,0.049158867
0.071361296,0.16928099,0.49872655,0.5096769
0.18594156,0.28176498,0.5771006,0.19790272
0.1276435,0.36662024,0.396027,0.44018695
0.11064953,0.18977055,0.1514207,0.0015161891
0.055383068,0.21845931,0.24700774,0.21930163
0.050654624,0.03824362,0.06832971,0.11020194
0.049728364,-0.023115546,0.012674258,0.33738673
0.07659058,0.11440342,0.17093459,0.43102422
0.054088227,0.053669166,0.2047416,0.21622303
0.10687461,0.0957404,0.09160251,0.5067218
0.045323763,0.021441272,0.00117292,0.04623633
0.07624014,0.505739,0.51952106,0.3683064
0.053241245,0.22952452,0.27477348,0.66581786
0.092111595,0.13481088,0.09714242,0.24077871
0.07838514,0.015049703,-0.013543604,0.037556782
0.04680082,0.2746126,0.33479115,0.2585699
0.04778684,0.06421558,0.12151957,0.59545
0.07170458,0.14023079,0.17780517,0.36824158
0.018897148,0.3695614,0.44171435,0.34494105
0.004875538,0.10870876,0.20991784,0.26425165
0.014027011,-0.021906398,0.0012139868,0.15830442
0.06523752,0.25539887,0.6084674,0.39767933
0.010272335,0.22375733,0.29658592,0.55618936
0.027510295,0.480487,0.50852364,-0.01341769
0.13237366,0.17511772,0.3364825,0.29659018
0.061985,0.02208347,0.024270438,0.21126083
0.04208104,0.1741973,0.32537875,0.2008776
0.054056738,0.28745145,0.32818848,0.25117862
0.03341593,0.3481831,0.44785312,0.26741198
0.048193622,0.22771272,0.27390766,0.40228805
0.029575385,0.21402845,0.37656078,0.49640357
0.06366808,0.37654364,0.39259595,0.53157634
0.004875538,0.10870876,0.20991784,0.26425165
0.09533632,0.12483393,0.16649607,0.52773714
0.080426335,0.09076159,0.26575536,0.30517867
-0.053672023,-0.021726634,0.06313653,0.3462595
0.11877319,0.14873287,0.19247428,0.5632348
0.17664102,0.19651188,0.3821828,0.36113152
0.07470326,0.16426693,0.24717723,0.46132854
0.067568675,0.11702461,0.10219268,0.4824388
0.042815037,-0.07766792,0.026973492,0.13102075
0.09855175,0.28311893,0.25006545,0.255119
0.12232382,0.30989513,0.4250723,0.40857324
0.1665094,0.68600863,0.6563744,0.2853847
0.055184636,0.120840244,0.11665642,0.35669437
0.112902805,0.41462025,0.44073352,0.32885846
0.042382453,0.17917977,0.25624427,0.5502971
0.027171304,0.011107769,0.36159763,0.28902313
0.029549975,-0.01693691,-0.0015884371,0.16497403
-0.03307136,0.25301215,0.03442642,0.44651505
0.10491186,0.3173627,0.3711375,0.37661082
0.03604596,0.37501326,0.5512191,0.46397686
0.028732983,0.30273136,0.35471803,0.19091772
0.042702407,0.13792211,0.20065823,0.692945
0.05712528,0.41261142,0.43662003,0.63222575
0.07304506,0.08305886,0.2072201,0.89120865
0.09390374,0.2075283,0.15681313,0.3897468
0.03782489,-0.009399295,-0.029649833,0.30557033
0.03376807,0.24081296,0.18465652,0.34658325
0.017419575,0.26065993,0.2571244,0.44346985
0.049208805,0.36533126,0.47821182,0.4146746
-0.03364633,0.1863318,0.39086628,0.29539207
0.07332739,0.23444767,0.26892078,0.3693802
0.05758587,0.32718575,0.40643236,0.3336434
0.094945975,-0.01821595,0.017613098,0.24179167
0.1605222,0.106728606,0.24210408,0.3517418
0.1030121,0.24830183,0.25326133,0.14673097
0.031841893,0.16059938,0.19134273,0.27554762
0.043630112,0.19507068,0.29878205,0.24863201
0.022866754,0.41320065,0.65728784,0.5423822
0.07462248,0.17509454,0.21145098,0.27496445
0.038537342,0.07307272,0.097502805,0.40358225
0.030650798,0.20045133,0.20855175,0.21746016
0.07920242,0.0863748,0.02008692,0.15699896
0.078569256,0.0024054593,0.06613294,0.05674068
0.09542391,0.28946358,0.32637846,0.28944132
-0.017337067,0.06805254,0.336787,0.13471869
0.09989464,0.13732064,0.14187093,0.4342692
0.11064954,0.20321165,0.16848639,0.027658436
0.041654773,0.020637738,0.06494146,0.26333585
0.09085343,-0.011322342,0.07041046,0.043546945
0.078152016,0.16488269,0.14918488,0.14940599
0.08937292,-0.0045181816,0.20972152,0.37389117
-0.055447914,0.3191624,0.07127935,0.63211924
0.08463164,0.25108847,0.11439502,0.60732305
0.15831278,0.24893938,0.39899242,0.5832695
0.06849891,0.30389363,0.4319236,0.25203395
0.051530976,-0.0246675,0.015021562,-0.0019902196
0.092348576,0.05522121,0.12133873,0.45053095
0.10423636,0.6666157,0.6061678,0.29842013
0.09008784,0.22245182,0.25828665,0.21847492
0.09948979,0.16037512,0.24365078,0.101921976
0.052146513,0.36012682,0.18656264,0.51715004
0.017024018,0.15551978,0.19739491,0.24402158
-0.03856823,-0.021726634,0.06313653,0.35153115
0.10322562,0.069147155,0.10370934,0.41109955
-0.0035524105,0.41827688,0.1580491,0.20515344
0.054301873,0.19906177,0.25710452,0.40424037
0.07646068,0.050743937,0.021781918,-0.09905538
0.0454336,0.15070726,0.081502154,0.2893567
0.10087504,0.20678511,0.1991708,0.23424475
0.15204692,0.5325566,0.3590977,0.29699975
0.1488965,0.18155038,0.24538499,0.3934427
0.09635139,0.20126791,0.2606804,0.96569705
0.05437485,0.026532492,0.066702135,0.10451496
0.011068104,0.25800171,0.31015387,0.2539717
0.037968785,0.31455523,0.36727953,0.2412203
0.10174596,0.18773597,0.14727673,0.33361146
0.16336128,0.07037895,0.123984106,0.28810108
0.06544392,0.036053527,-0.019043678,0.39584157
0.021345278,0.0547216,0.11469959,0.13443272
0.09503042,0.20045015,0.25932637,0.964026
0.15012576,0.2872299,0.23075329,0.3110591
0.048386395,-0.0025183847,0.326383,0.2721039
0.13812777,0.08148649,0.14808632,0.21784309
-0.0206165,0.004684651,0.18276164,0.14512564
0.02766305,0.296015,0.30792043,0.5187886
0.06444437,-0.04656086,-0.0019129365,0.057528853
0.13521135,0.14397421,0.18407692,0.16589397
0.07192359,0.04550749,-0.032734375,0.26147783
0.07962386,0.17927648,0.18302132,0.20696846
0.10429087,0.30610633,0.35042292,0.2896156
0.0010664363,0.18499614,0.11387015,0.35131896
0.006931313,0.06315982,0.41727436,0.23403737
0.07463613,0.15057313,0.58448017,0.43345994
0.10015736,0.3011892,0.29294467,0.390202
0.0682587,0.16180208,0.19855101,0.17888992
0.06040981,0.05868759,0.06823413,0.1523935
0.0034017207,0.23977679,0.21934615,0.5137825
0.05159161,0.033740226,0.26302347,0.25682798
0.12636185,0.37157327,0.39248747,0.31479362
0.10237548,0.10603813,0.15127347,0.33476174
0.067126006,0.15110528,0.41686463,0.60012406
-0.012762132,0.2587256,0.27085024,0.3934052
0.13562456,0.09241311,0.27722615,0.25242826
0.022773089,0.46972477,0.65575224,0.176896
0.10781889,0.11588083,0.16061975,0.40609336
0.07646068,0.050743937,0.10598186,-0.017870393
0.030598246,0.21913818,0.26821285,0.7619258
0.050538193,0.14382483,0.2156193,0.5002786
0.10339644,0.43172005,0.550686,0.38711834
0.092909545,0.16808982,0.4436533,0.48206875
0.08354243,0.032826528,0.14869778,0.38058144
-0.00069184933,0.26701668,0.2616323,0.18798353
0.13483605,0.10210334,0.32676876,0.06482175
0.11064953,0.18977055,0.1514207,0.014411374
0.075877994,0.344139,0.34961212,0.5616528
0.107244566,0.32614547,0.37936458,0.25249457
0.07348371,0.118663274,0.30148464,0.628802
0.17822023,0.17260543,0.2992647,0.262367
0.24628402,0.056535427,0.13668202,0.23246448
0.12462701,0.3225865,0.40030378,0.536692
0.16410741,0.43893152,0.4113402,0.31034034
0.03132378,0.016361471,0.27967843,0.5407574
0.10288597,0.29771924,0.3176631,0.31987166
0.0963402,0.018778311,0.07796162,0.48228317
0.07811165,0.2266662,0.29731515,0.3557725
0.06800561,0.24138106,0.27015695,0.3058652
-0.0027572855,0.20458126,0.25380048,0.11409523
0.13907914,0.06285642,0.08710588,0.16245349
0.06080879,0.1222802,0.26363024,0.2999058
-0.009973394,-0.0538956,-0.002945171,0.13808182
